principle_id,source_id,author,work,edition,chapter_or_section,page_or_location,author_term,canonical_term,writing_level,fault_class,reader_problem,diagnostic_signal,diagnostic_question,revision_operation,procedure,conditions,exceptions,risks,counterexamples,evidence_type,empirical_status,skill_owner,secondary_skill,reference_only,exclusion_reason,example_ids,test_ids,confidence
DIA-TUT-01,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,learning experience,managed acquisition through action,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-TUT-02,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,meaningful activity,real learner achievement,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-TUT-03,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,safe path,complete reliable sequence,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-TUT-04,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,visible results,early/often feedback,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-TUT-05,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,notice,observation cue,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-TUT-06,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,repeatability,repeatable learning path,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-TUT-07,DIA,Daniele Procida,Diátaxis,living website,tutorial,https://diataxis.fr/,test tutorial,learner validation,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant tutorial contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-HTG-01,DIA,Daniele Procida,Diátaxis,living website,how-to,https://diataxis.fr/,goal,real-world user goal,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant how-to contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-HTG-02,DIA,Daniele Procida,Diátaxis,living website,how-to,https://diataxis.fr/,competence,application context,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant how-to contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-HTG-03,DIA,Daniele Procida,Diátaxis,living website,how-to,https://diataxis.fr/,directions,adaptable executable sequence,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant how-to contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-HTG-04,DIA,Daniele Procida,Diátaxis,living website,how-to,https://diataxis.fr/,flow,task-ordered movement,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant how-to contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-HTG-05,DIA,Daniele Procida,Diátaxis,living website,how-to,https://diataxis.fr/,branching,necessary conditional action,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant how-to contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-HTG-06,DIA,Daniele Procida,Diátaxis,living website,how-to,https://diataxis.fr/,omit explanation,action focus,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant how-to contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-01,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,technical description,machinery description,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-02,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,accuracy,fact validation,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-03,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,completeness,scope-bounded completeness,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-04,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,neutrality,austere factual style,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-05,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,mirror structure,product-shaped architecture,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-06,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,standard patterns,consistent lookup schema,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-REF-07,DIA,Daniele Procida,Diátaxis,living website,reference,https://diataxis.fr/,illustration,brief factual example,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant reference contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-EXP-01,DIA,Daniele Procida,Diátaxis,living website,explanation,https://diataxis.fr/,understanding,cognitive acquisition,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant explanation contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-EXP-02,DIA,Daniele Procida,Diátaxis,living website,explanation,https://diataxis.fr/,context,background frame,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant explanation contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-EXP-03,DIA,Daniele Procida,Diátaxis,living website,explanation,https://diataxis.fr/,connections,conceptual relations,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant explanation contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-EXP-04,DIA,Daniele Procida,Diátaxis,living website,explanation,https://diataxis.fr/,alternatives,tradeoff/perspective,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant explanation contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-EXP-05,DIA,Daniele Procida,Diátaxis,living website,explanation,https://diataxis.fr/,bounded topic,scope boundary,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant explanation contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-EXP-06,DIA,Daniele Procida,Diátaxis,living website,explanation,https://diataxis.fr/,reflection,why-oriented discussion,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant explanation contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-APP-01,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,add/move/remove/change,incremental migration,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-APP-02,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,do not impose structure,non-formulaic application,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-APP-03,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,close-up compass,section-level typing,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-APP-04,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,workflow,iterative maintenance,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-QUAL-01,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,accuracy,functional quality,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-QUAL-02,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,completeness/consistency/precision,functional quality set,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-QUAL-03,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,deep quality,contextual fit/flow,Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
DIA-QUAL-04,DIA,Daniele Procida,Diátaxis,living website,framework,https://diataxis.fr/,expose gaps,"typing as diagnostic, not guarantee",Document,documentation type mismatch,reader contract is violated or content is hard to find/use,content serves a different reader activity/context than the dominant framework contract,What is the reader doing and what do they know now?,"classify, bound, move, split, link, or repair type-specific content",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,normative living framework,author framework; full site inspected; not universal cognitive taxonomy,doc-typing,,False,,,,high source/medium universality
GAR-META-01,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,exact issue framing,exact issue framing,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-02,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,grammar/style distinction,grammar/style distinction,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-03,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,sense/construction disambiguation,sense/construction disambiguation,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-04,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,register,register,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-05,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,formality,formality,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-06,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,dialect/region,dialect/region,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-07,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,World English variety,World English variety,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
GAR-META-08,GAR5,Bryan A. Garner,Garner's Modern English Usage,5th,front matter/A–Z method,https://global.oup.com/academic/product/garners-modern-english-usage-9780197599020,field/medium,field/medium,Usage or convention,decontextualized verdict,reader receives unsupported right/wrong claim,issue lacks exact context dimension,"Which form, sense, construction, audience, register, region, field, and date control?",narrow issue and condition verdict,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,usage lexicography; full 5e corpus unavailable,usage-adjudicator,,False,,,,medium
